GLN Proveedor CPP                  Descripción                                                            Marca                          División                              GTIN13 Unid/c Promo F alta         Estado 
7737001070017 100032               SCOTT GOURMET R COC 8X3X50UN                                           GOURMET                        KIMBERLY                       7798038155689      8 N     20041223T1704  D      
7737001070017 149760               SEDAL AC ONDAS IRRESISTIBLES 12X350ML                                  SEDAL                          PERSONAL CARE                  7791293008301     12 N     20060804T1841  D      
7737001070017 149763               SEDAL AC ONDAS IRRESISTIBLES 12X200ML                                  SEDAL                          PERSONAL CARE                  7791293008295     12 N     20060804T1841  D      
7737001070017 149768               SEDAL SH LISO PERFECTO 12X200ML                                        SEDAL                          PERSONAL CARE                  7791293008615     12 N     20060804T1841  D      
7737001070017 149769               SEDAL SH LISO PERFECTO 12X350ML                                        SEDAL                          PERSONAL CARE                  7791293008639     12 N     20060804T1841  D      
7737001070017 149770               SEDAL AC LISO PERFECTO 12X350ML                                        SEDAL                          PERSONAL CARE                  7791293008677     12 N     20060804T1841  D      
7737001070017 149771               SEDAL AC LISO PERFECTO 12X200ML                                        SEDAL                          PERSONAL CARE                  7791293008653     12 N     20060804T1841  D      
7737001070017 149772               SEDAL SH RIZOS OBEDIENTES 12X200ML                                     SEDAL                          PERSONAL CARE                  7791293008608     12 N     20060804T1841  D      
7737001070017 149773               SEDAL SH RIZOS OBEDIENTES 12X350ML                                     SEDAL                          PERSONAL CARE                  7791293008622     12 N     20060804T1841  D      
7737001070017 149774               SEDAL AC RIZOS OBEDIENTES 12X350ML                                     SEDAL                          PERSONAL CARE                  7791293008660     12 N     20060804T1841  D      
7737001070017 149775               SEDAL AC RIZOS OBEDIENTES 12X200ML                                     SEDAL                          PERSONAL CARE                  7791293008646     12 N     20060804T1841  D      
7737001070017 149946               MIMOSA TOALLA FEM NORM ULTRA C/ALA 48X8U                               MIMOSA                         KIMBERLY                       7793620400031     48 N     20060703T1108  A      
7737001070017 150115               COMFORT SUAVIZ CR ES JOJOBA DOYP12X900ML                               COMFORT                        HOME CARE                      7791290782198     12 N     20060929T1325  D      
7737001070017 150117               COMFORT SUAVIZ CR ES ALMEND DOYP12X900ML                               COMFORT                        HOME CARE                      7791290782204     12 N     20060929T1325  D      
7737001070017 150682               PLENITUD CLASSIC MAXIPK GDE 7X14UN                                     PLENITUD                       KIMBERLY                       7794626910463      7 N     20060512T1806  D      
7737001070017 150683               PLENITUD CLASSIC MAXIPK MED 7X14UN                                     PLENITUD                       KIMBERLY                       7794626910449      7 N     20060512T1806  D      
7737001070017 150758               DRIVE MATIC POLVO ONDAS POSIT BLS24X800G                               DRIVE                          HOME CARE                      7791290782211     24 N     20060901T1626  D      
7737001070017 150771               DRIVE REG POLVO ONDAS POSIT BLS 24X400GR                               DRIVE                          HOME CARE                      7791290782228     24 N     20060901T1626  D      
